chr,ps,AFD,maf,bpstart,bpend
1086,20163936,0.553191,0.247,20163936,20163936
1086,24880613,0.56383,0.164,24880613,24880613
1086,3106059,0.00118200000000001,0.21,3106059,3106059
1086,28761985,0.978723,0.277,28761985,28761985
1086,31265417,0.08707700000000007,0.101,31265417,31265417
1086,20609870,0.989362,0.30000000000000004,20609870,20609870
1086,49163783,0.120961,0.226,49163783,49163783
1086,17750575,0.968085,0.28400000000000003,17750575,17750575
1086,38406609,0.72892,0.21,38406609,38406609
1086,12667274,0.7222219999999999,0.479,12667274,12667274
1086,15665182,0.962963,0.29000000000000004,15665182,15665182
1086,16814478,0.93617,0.30700000000000005,16814478,16814478
1086,21612867,0.978723,0.28800000000000003,21612867,21612867
1086,6371847,0.259259,0.141,6371847,6371847
1086,13955532,0.211584,0.141,13955532,13955532
1086,14818480,0.548858,0.336,14818480,14818480
1086,20649788,1,0.30600000000000005,20649788,20649788
1086,20164501,0.18518500000000004,0.101,20164501,20164501
1086,31086187,0.09259300000000004,0.104,31086187,31086187
1086,13269375,0.5263987,0.433,13269375,13269375
1086,27821157,0.240741,0.182,27821157,27821157
1086,31776223,0.308511,0.125,31776223,31776223
1086,27291851,0.978723,0.29500000000000004,27291851,27291851
1086,48869309,0.17178899999999997,0.141,48869309,48869309
1086,21145854,0.9814815,0.32299999999999995,21145854,21145854
1086,44802255,0.37037,0.242,44802255,44802255
1086,24226655,0.118992,0.12,24226655,24226655
1086,27278663,0.259259,0.147,27278663,27278663
1086,33636182,0.680851,0.256,33636182,33636182
1086,48596225,0.09416800000000004,0.163,48596225,48596225
1086,26880129,0.867612,0.385,26880129,26880129
1086,8840783,0.3987389999999999,0.359,8840783,8840783
1086,18163791,0.544918,0.355,18163791,18163791
1086,26708769,0.22222200000000003,0.164,26708769,26708769
1086,34713344,0.148936,0.14800000000000002,34713344,34713344
1086,33274599,1,0.389,33274599,33274599
1086,15370843,0.5925929999999999,0.392,15370843,15370843
1086,23209677,0.9259259,0.31999999999999995,23209677,23209677
1086,10805229,0.9018914,0.29000000000000004,10805229,10805229
1086,10886068,0.8940108999999999,0.32299999999999995,10886068,10886068
1086,7288779,0.00669799999999998,0.277,7288779,7288779
1086,29322612,0.542159,0.392,29322612,29322612
1086,26778172,0.648936,0.157,26778172,26778172
1086,12772063,0.04688700000000001,0.117,12772063,12772063
1086,27151906,0.968085,0.281,27151906,27151906
1086,13929996,0.51576,0.484,13929996,13929996
1086,20072131,1,0.30700000000000005,20072131,20072131
1086,31987781,0.20212799999999995,0.101,31987781,31987781
1086,19848829,0.449566,0.147,19848829,19848829
1086,17965684,0.5827419999999999,0.189,17965684,17965684
1086,32433628,0.581955,0.254,32433628,32433628
1086,18916914,0.09495699999999996,0.11,18916914,18916914
1086,15936238,1,0.34299999999999997,15936238,15936238
1086,33338230,1,0.383,33338230,33338230
1086,12230729,0.957447,0.27,12230729,12230729
1086,16934794,0.06501199999999996,0.329,16934794,16934794
1086,23121648,0.670213,0.18400000000000005,23121648,23121648
1086,17266830,0.737588,0.383,17266830,17266830
1086,15160786,0.978723,0.30900000000000005,15160786,15160786
1086,31896789,0.574468,0.32699999999999996,31896789,31896789
1086,32496925,0.8463360000000001,0.375,32496925,32496925
1086,23448869,0.4018914,0.21599999999999997,23448869,23448869
1086,3910510,0.05082699999999995,0.117,3910510,3910510
1086,2554781,0.02718700000000007,0.187,2554781,2554781
1086,46891484,0.544918,0.3,46891484,46891484
1086,27182752,0.968085,0.272,27182752,27182752
1086,25493633,0.00709300000000001,0.171,25493633,25493633
1086,45475034,0.31481499999999996,0.163,45475034,45475034
1086,46517473,0.4814815,0.17300000000000004,46517473,46517473
1086,21172310,1,0.29200000000000004,21172310,21172310
1086,28585194,0.9602045,0.29200000000000004,28585194,28585194
1086,47879916,0.4365639,0.18000000000000005,47879916,47879916
1086,24392861,1,0.281,24392861,24392861
1086,28948114,0.978723,0.28600000000000003,28948114,28948114
1086,16125504,0.833333,0.454,16125504,16125504
1086,31203198,0.743105,0.459,31203198,31203198
1086,16867811,0.5882584,0.19099999999999995,16867811,16867811
1086,8331861,0.03743099999999999,0.141,8331861,8331861
1086,14668284,0.812056,0.369,14668284,14668284
1086,7294260,0.008668,0.115,7294260,7294260
1086,14246078,0.23010299999999995,0.306,14246078,14246078
1086,10782056,0.022459,0.246,10782056,10782056
1086,24120657,0.808511,0.235,24120657,24120657
1086,46911535,0.759259,0.486,46911535,46911535
1086,25014412,0.574074,0.495,25014412,25014412
1086,17780989,0.978723,0.28400000000000003,17780989,17780989
1086,27823203,0.808511,0.269,27823203,27823203
1086,29826426,0.14814799999999995,0.102,29826426,29826426
1086,17861709,0.18518500000000004,0.171,17861709,17861709
1086,33074599,0.333333,0.258,33074599,33074599
1086,17995405,0.12293200000000004,0.348,17995405,17995405
1086,8234516,0.182427,0.143,8234516,8234516
1086,46993423,0.425138,0.491,46993423,46993423
1086,28505367,0.14893599999999996,0.113,28505367,28505367
1086,33935023,0.240741,0.164,33935023,33935023
1086,23103169,0.574074,0.398,23103169,23103169
1086,8261586,0.6816390000000001,0.32699999999999996,8261586,8261586
1086,26318465,0.22222200000000003,0.15,26318465,26318465
1086,27393863,0.849093,0.385,27393863,27393863
1086,12904376,0.248621,0.147,12904376,12904376
1086,31616901,0.957447,0.373,31616901,31616901
1086,27329325,0.248227,0.224,27329325,27329325
1086,13695439,0.4444439999999999,0.408,13695439,13695439
1086,7765021,0.21040099999999995,0.118,7765021,7765021
1086,46885328,0.518519,0.277,46885328,46885328
1086,11813188,0.382979,0.18000000000000005,11813188,11813188
1086,46022165,0.931048,0.375,46022165,46022165
1086,10923594,0.3092990000000001,0.198,10923594,10923594
1086,30470544,0.712766,0.15200000000000002,30470544,30470544
1086,25119985,1,0.269,25119985,25119985
1086,43753112,0.2167060000000001,0.138,43753112,43753112
1086,23061965,0.5307329999999999,0.28600000000000003,23061965,23061965
1086,12098338,0.441686,0.353,12098338,12098338
1086,32108545,0.174547,0.177,32108545,32108545
1086,32066901,0.4814810000000001,0.304,32066901,32066901
1086,45815993,0.470843,0.325,45815993,45815993
1086,13765894,0.5,0.408,13765894,13765894
1086,55364029,0.07880200000000004,0.371,55364029,55364029
1086,49295816,0.22222200000000003,0.201,49295816,49295816
1086,50329086,0.02758099999999996,0.182,50329086,50329086
1086,15381612,0.989362,0.28800000000000003,15381612,15381612
1086,34577263,0.631599,0.451,34577263,34577263
1086,18378726,0.622537,0.18600000000000003,18378726,18378726
1086,20114139,0.404255,0.138,20114139,20114139
1086,31096619,0.265957,0.145,31096619,31096619
1086,6747240,0.09337999999999992,0.111,6747240,6747240
1086,47235661,0.240741,0.166,47235661,47235661
1086,9227231,0.295508,0.389,9227231,9227231
1086,48519267,0.13908600000000004,0.307,48519267,48519267
1086,12631151,0.259259,0.187,12631151,12631151
1086,25078346,0.797872,0.231,25078346,25078346
1086,7510622,0.05752500000000005,0.237,7510622,7510622
1086,16329494,0.35973199999999994,0.235,16329494,16329494
1086,12145821,0.441686,0.26,12145821,12145821
1086,22110221,0.594957,0.495,22110221,22110221
1086,22649021,0.634752,0.392,22649021,22649021
1086,33170326,0.18518500000000004,0.113,33170326,33170326
1086,29306785,0.7691093999999999,0.269,29306785,29306785
1086,5073553,0.09613899999999996,0.184,5073553,5073553
1086,1237124,0.04334100000000007,0.343,1237124,1237124
1086,16484571,0.9444444,0.383,16484571,16484571
1086,16922016,0.5133965,0.17100000000000004,16922016,16922016
1086,15250326,0.4444439999999999,0.352,15250326,15250326
1086,26317107,0.166667,0.101,26317107,26317107
1086,32464972,0.536643,0.47,32464972,32464972
1086,27107757,0.425926,0.355,27107757,27107757
1086,6147923,0.16312000000000004,0.249,6147923,6147923
1086,45139546,0.9444444,0.394,45139546,45139546
1086,25670064,1,0.281,25670064,25670064
1086,12427312,0.13396399999999997,0.208,12427312,12427312
1086,12665315,0.608353,0.479,12665315,12665315
1086,10732289,0.234437,0.436,10732289,10732289
1086,30245744,1,0.29200000000000004,30245744,30245744
1086,8317207,0.1816390000000001,0.286,8317207,8317207
1086,1834513,0.101655,0.41,1834513,1834513
1086,35169336,0.28565799999999997,0.216,35169336,35169336
1086,19785082,0.8148150000000001,0.481,19785082,19785082
1086,17888987,0.393617,0.155,17888987,17888987
1086,21654924,0.203704,0.184,21654924,21654924
1086,21223110,1,0.30000000000000004,21223110,21223110
1086,27089009,0.8963755,0.279,27089009,27089009
1086,16391121,0.4763594,0.239,16391121,16391121
1086,20818441,0.989362,0.32499999999999996,20818441,20818441
1086,31420935,0.182821,0.473,31420935,31420935
1086,18142026,0.759259,0.493,18142026,18142026
1086,7477949,0.343971,0.33399999999999996,7477949,7477949
1086,31397017,0.16390800000000005,0.203,31397017,31397017
1086,25003521,0.27777799999999997,0.155,25003521,25003521
1086,38445988,0.47320699999999993,0.451,38445988,38445988
1086,9956287,0.04964599999999997,0.353,9956287,9956287
1086,22853081,0.9814815,0.29500000000000004,22853081,22853081
1086,44544042,0.13475199999999998,0.118,44544042,44544042
1086,23288340,0.44208,0.27,23288340,23288340
1086,11604950,0.45784100000000005,0.184,11604950,11604950
1086,16938070,0.6997633999999999,0.22099999999999995,16938070,16938070
1086,49368157,0.05319099999999999,0.102,49368157,49368157
1086,15786529,0.553191,0.159,15786529,15786529
1086,12521443,0.35933799999999994,0.288,12521443,12521443
1086,32203125,0.606383,0.281,32203125,32203125
1086,33938132,1,0.376,33938132,33938132
1086,26156912,1,0.28400000000000003,26156912,26156912
1086,19849023,0.16233200000000003,0.101,19849023,19849023
1086,21517468,1,0.28600000000000003,21517468,21517468
1086,19447077,0.425926,0.41,19447077,19447077
1086,17499636,0.796296,0.4489999999999999,17499636,17499636
1086,46717914,0.5665870000000001,0.269,46717914,46717914
1086,24546395,0.5925929999999999,0.486,24546395,24546395
1086,54101434,0.03230900000000003,0.415,54101434,54101434
1086,6652987,0.12963000000000002,0.113,6652987,6652987
1086,49448702,0.15524099999999996,0.171,49448702,49448702
1086,14640960,0.441686,0.376,14640960,14640960
1086,44776260,0.9444444,0.396,44776260,44776260
1086,46635146,0.9444444,0.373,46635146,46635146
1086,15681785,0.9814815,0.281,15681785,15681785
1086,34570643,0.537037,0.221,34570643,34570643
1086,21465121,1,0.29000000000000004,21465121,21465121
1086,28370952,0.03427900000000006,0.486,28370952,28370952
1086,44669478,0.10756500000000002,0.299,44669478,44669478
1086,14416345,0.756501,0.382,14416345,14416345
1086,23035384,0.191489,0.175,23035384,23035384
1086,21268816,0.234437,0.336,21268816,21268816
1086,23253758,0.22222200000000003,0.124,23253758,23253758
1086,14566609,0.4070135,0.17700000000000005,14566609,14566609
1086,32674049,1,0.366,32674049,32674049
1086,51611498,0.04058299999999992,0.186,51611498,51611498
1086,23963368,0.06777,0.267,23963368,23963368
1086,46180702,0.952325,0.376,46180702,46180702
1086,23454105,0.833333,0.32299999999999995,23454105,23454105
1086,8784186,0.05358600000000002,0.401,8784186,8784186
1086,20995498,0.361702,0.143,20995498,20995498
1086,44756365,0.9259259,0.415,44756365,44756365
1086,15743500,0.11111099999999996,0.111,15743500,15743500
1086,2682604,0.171395,0.237,2682604,2682604
1086,24210270,1,0.28300000000000003,24210270,24210270
1086,16328938,0.9814815,0.30200000000000005,16328938,16328938
1086,25879266,0.138298,0.14800000000000002,25879266,25879266
1086,1789331,0.09141100000000002,0.392,1789331,1789331
1086,22855511,1,0.30700000000000005,22855511,22855511
1086,21512216,0.9814815,0.30000000000000004,21512216,21512216
1086,18253147,0.33057500000000006,0.237,18253147,18253147
1086,4244665,0.04925199999999996,0.173,4244665,4244665
1086,313868,0.06777,0.175,313868,313868
1086,16327552,1,0.29000000000000004,16327552,16327552
1086,29808332,1,0.277,29808332,29808332
1086,20301337,0.882979,0.20799999999999996,20301337,20301337
1086,35039466,0.585106,0.29500000000000004,35039466,35039466
1086,55342926,0.15720999999999996,0.102,55342926,55342926
1086,26523951,0.20094500000000004,0.157,26523951,26523951
1086,30090371,0.462963,0.357,30090371,30090371
1086,23331401,0.00157600000000002,0.2,23331401,23331401
1086,10430680,0.399133,0.489,10430680,10430680
1086,22695285,0.526399,0.343,22695285,22695285
1086,26109495,0.14814799999999995,0.143,26109495,26109495
1086,45372609,0.962963,0.375,45372609,45372609
1086,23167877,0.648936,0.18700000000000008,23167877,23167877
1086,22718808,0.28565799999999997,0.242,22718808,22718808
1086,33158778,0.851852,0.475,33158778,33158778
1086,23419951,0.22222200000000003,0.17,23419951,23419951
1086,16408696,0.18518500000000004,0.12,16408696,16408696
1086,24790437,1,0.28600000000000003,24790437,24790437
1086,14590009,0.219464,0.194,14590009,14590009
1086,31194217,0.31481499999999996,0.203,31194217,31194217
1086,12084067,0.50394,0.4330000000000001,12084067,12084067
1086,27279588,0.626871,0.5,27279588,27279588
1086,32283511,0.11820399999999998,0.233,32283511,32283511
1086,33603736,0.22222200000000003,0.182,33603736,33603736
1086,53877279,0.083924,0.189,53877279,53877279
1086,17215378,0.796296,0.43600000000000005,17215378,17215378
1086,12595517,0.703704,0.417,12595517,12595517
1086,31266558,0.552797,0.346,31266558,31266558
1086,29891943,0.4814815,0.14800000000000002,29891943,29891943
1086,28370365,0.05831399999999998,0.401,28370365,28370365
1086,49468672,0.22695,0.186,49468672,49468672
1086,21284564,0.333333,0.194,21284564,21284564
1086,12757722,0.35185200000000005,0.323,12757722,12757722
1086,23447621,0.489362,0.17500000000000004,23447621,23447621
1086,12644257,0.9125294,0.31799999999999995,12644257,12644257
1086,26532301,1,0.27,26532301,26532301
1086,20513868,0.9814815,0.30600000000000005,20513868,20513868
1086,13743698,0.05240299999999998,0.159,13743698,13743698
1086,50410147,0.01773100000000005,0.163,50410147,50410147
1086,1501246,0.02876299999999998,0.111,1501246,1501246
1086,54002295,0.00945600000000002,0.226,54002295,54002295
1086,9012780,0.10795900000000004,0.194,9012780,9012780
1086,16714403,0.87037,0.47,16714403,16714403
1086,20353360,1,0.30000000000000004,20353360,20353360
1086,21411566,1,0.29700000000000004,21411566,21411566
1086,7570945,0.12293200000000004,0.272,7570945,7570945
1086,10198681,0.22222200000000003,0.124,10198681,10198681
1086,20512440,1,0.29200000000000004,20512440,20512440
1086,12577902,0.542159,0.481,12577902,12577902
1086,17180832,0.166667,0.145,17180832,17180832
1086,5793289,0.1942470000000001,0.118,5793289,5793289
1086,33736337,1,0.398,33736337,33736337
1086,27772344,0.9046489,0.32299999999999995,27772344,27772344
1086,23537035,0.14814799999999995,0.148,23537035,23537035
1086,23091669,0.6851849999999999,0.44,23091669,23091669
1086,2860794,0.16115100000000004,0.228,2860794,2860794
1086,12173735,0.375098,0.429,12173735,12173735
1086,13219847,0.9152879,0.30900000000000005,13219847,13219847
1086,24217347,0.617021,0.187,24217347,24217347
1086,32472568,0.46020400000000006,0.272,32472568,32472568
1086,12449354,0.968085,0.30000000000000004,12449354,12449354
1086,27244393,0.388889,0.253,27244393,27244393
1086,2903775,0.1942470000000001,0.106,2903775,2903775
1086,13326895,0.240741,0.164,13326895,13326895
1086,16744194,0.968085,0.29000000000000004,16744194,16744194
1086,28125108,0.096927,0.207,28125108,28125108
1086,18141632,0.9152879,0.43500000000000005,18141632,18141632
1086,34936542,0.62963,0.239,34936542,34936542
1086,10169143,0.00433400000000006,0.122,10169143,10169143
1086,10608021,0.711584,0.496,10608021,10608021
1086,30095987,0.27777799999999997,0.208,30095987,30095987
1086,22121583,0.6197795,0.21399999999999997,22121583,22121583
1086,29345848,0.882979,0.254,29345848,29345848
1086,26652274,0.37234,0.18600000000000003,26652274,26652274
1086,13675320,0.775019,0.403,13675320,13675320
1086,13599848,0.5208824999999999,0.366,13599848,13599848
1086,12637061,0.4814810000000001,0.401,12637061,12637061
1086,19010478,0.13159900000000002,0.207,19010478,19010478
1086,48506716,0.166273,0.147,48506716,48506716
1086,32406788,0.05398000000000003,0.281,32406788,32406788
1086,23992842,0.5,0.378,23992842,23992842
1086,12976842,0.8041769999999999,0.491,12976842,12976842
1086,32422701,0.27777799999999997,0.193,32422701,32422701
1086,7761537,0.1252949999999999,0.378,7761537,7761537
1086,12356598,0.240741,0.18,12356598,12356598
1086,21524232,1,0.28400000000000003,21524232,21524232
1086,20343503,1,0.30200000000000005,20343503,20343503
1086,44739828,0.14814799999999995,0.12,44739828,44739828
1086,24358276,0.796296,0.405,24358276,24358276
1086,24976174,1,0.28300000000000003,24976174,24976174
1086,10855001,0.01418399999999997,0.295,10855001,10855001
1086,22966732,0.486604,0.449,22966732,22966732
1086,33840435,0.962963,0.403,33840435,33840435
1086,5782537,0.33569800000000005,0.249,5782537,5782537
1086,15413232,0.4444439999999999,0.251,15413232,15413232
1086,16512157,0.203704,0.117,16512157,16512157
1086,55250108,0.32545299999999994,0.299,55250108,55250108
1086,28383548,0.15484599999999998,0.468,28383548,28383548
1086,22538835,0.510638,0.138,22538835,22538835
1086,25029180,0.5555559999999999,0.329,25029180,25029180
1086,13679102,0.327817,0.304,13679102,13679102
1086,22497063,0.7474385,0.22099999999999995,22497063,22497063
1086,20894884,0.962963,0.31799999999999995,20894884,20894884
1086,23268736,0.9814815,0.29900000000000004,23268736,23268736
1086,25823332,0.411348,0.367,25823332,25823332
1086,28824502,0.978723,0.276,28824502,28824502
1086,52657231,0.08668299999999995,0.155,52657231,52657231
1086,46662248,0.203704,0.152,46662248,46662248
1086,44705518,0.07407399999999997,0.122,44705518,44705518
1086,30231701,0.14814799999999995,0.141,30231701,30231701
1086,7453326,0.10007900000000004,0.125,7453326,7453326
1086,47128969,0.12293200000000004,0.163,47128969,47128969
1086,10617412,0.64539,0.458,10617412,10617412
1086,30772909,0.04097700000000004,0.27,30772909,30772909
1086,47550395,0.3644605,0.16300000000000003,47550395,47550395
1086,27475960,0.319149,0.14700000000000002,27475960,27475960
1086,27412248,0.219464,0.17,27412248,27412248
1086,46644201,0.22222200000000003,0.159,46644201,46644201
1086,51549735,0.134358,0.18200000000000005,51549735,51549735
1086,35093585,0.5,0.276,35093585,35093585
1086,19773644,0.9602045,0.30400000000000005,19773644,19773644
1086,21121065,0.259259,0.154,21121065,21121065
1086,25830625,0.42198600000000003,0.369,25830625,25830625
1086,18197731,0.174547,0.191,18197731,18197731
1086,14089012,0.35382100000000005,0.345,14089012,14089012
1086,13223358,0.203704,0.19599999999999995,13223358,13223358
1086,25016927,0.4444439999999999,0.332,25016927,25016927
1086,16014430,1,0.30400000000000005,16014430,16014430
1086,13638108,0.343183,0.371,13638108,13638108
1086,29328471,0.9602045,0.31999999999999995,29328471,29328471
1086,32375086,0.060284,0.11,32375086,32375086
1086,11505678,0.9338064,0.33399999999999996,11505678,11505678
1086,26523437,0.946809,0.253,26523437,26523437
1086,20302793,0.11623299999999992,0.133,20302793,20302793
1086,22531860,0.37037,0.263,22531860,22531860
1086,27668083,0.764381,0.466,27668083,27668083
1086,25817697,0.411348,0.366,25817697,25817697
1086,52656982,0.105201,0.27,52656982,52656982
1086,8524625,0.20055100000000003,0.219,8524625,8524625
1086,17183829,0.62963,0.454,17183829,17183829
1086,32733475,0.684791,0.491,32733475,32733475
1086,29288593,0.93617,0.276,29288593,29288593
1086,22110904,0.6729705,0.20999999999999996,22110904,22110904
1086,11367258,0.3715520000000001,0.466,11367258,11367258
1086,22930796,0.14814799999999995,0.111,22930796,22930796
1086,15784433,0.26359340000000003,0.14300000000000002,15784433,15784433
1086,17959427,0.03585500000000002,0.39,17959427,17959427
1086,10382241,0.06658700000000006,0.428,10382241,10382241
1086,26803217,0.759259,0.496,26803217,26803217
1086,29748349,0.978723,0.279,29748349,29748349
1086,10989534,0.06501199999999996,0.283,10989534,10989534
1086,18323169,0.9814815,0.29900000000000004,18323169,18323169
1086,11178209,0.296296,0.189,11178209,11178209
1086,29531942,0.824665,0.281,29531942,29531942
1086,12752045,0.8435773999999999,0.32299999999999995,12752045,12752045
1086,27485511,0.978723,0.279,27485511,27485511
1086,1145988,0.14893599999999996,0.438,1145988,1145988
1086,13792399,0.682427,0.385,13792399,13792399
1086,24475372,1,0.276,24475372,24475372
1086,32054086,0.978723,0.378,32054086,32054086
1086,30823615,0.308511,0.133,30823615,30823615
1086,8882916,0.249803,0.468,8882916,8882916
1086,32818847,0.957447,0.355,32818847,32818847
1086,45722324,0.06855800000000001,0.475,45722324,45722324
1086,32510071,0.9259259,0.417,32510071,32510071
1086,14191141,0.867612,0.32899999999999996,14191141,14191141
1086,16425061,0.666667,0.428,16425061,16425061
1086,12511456,0.35658,0.339,12511456,12511456
1086,20264685,0.978723,0.30000000000000004,20264685,20264685
1086,4583820,3.9400000000000546e-4,0.145,4583820,4583820
1086,1041108,0.03270300000000004,0.159,1041108,1041108
1086,21400584,1,0.29700000000000004,21400584,21400584
1086,7854488,0.2013389999999999,0.443,7854488,7854488
1086,5127938,0.06540599999999996,0.154,5127938,5127938
1086,12232561,0.9389285,0.269,12232561,12232561
1086,14724735,0.06501199999999999,0.19799999999999995,14724735,14724735
1086,19376960,0.715524,0.23,19376960,19376960
1086,20133251,0.00157600000000002,0.212,20133251,20133251
1086,26993180,0.27777799999999997,0.152,26993180,26993180
1086,49135413,0.105989,0.466,49135413,49135413
1086,21574819,0.31481499999999996,0.284,21574819,21574819
1086,25303276,0.87234,0.253,25303276,25303276
1086,24365155,0.840426,0.274,24365155,24365155
1086,28670098,0.989362,0.274,28670098,28670098
1086,6833124,0.00236500000000006,0.102,6833124,6833124
1086,13271752,0.63751,0.488,13271752,13271752
1086,11698076,3.9400000000000546e-4,0.484,11698076,11698076
1086,13626745,0.24586299999999991,0.155,13626745,13626745
1086,27838196,0.840426,0.274,27838196,27838196
1086,24920526,0.968085,0.27,24920526,24920526
1086,4968938,0.09219900000000004,0.155,4968938,4968938
1086,17867715,0.2277379999999999,0.484,17867715,17867715
1086,17035963,0.27777799999999997,0.102,17035963,17035963
1086,46774343,0.22222200000000003,0.194,46774343,46774343
1086,7519314,0.01142600000000004,0.163,7519314,7519314
1086,29616875,0.35185200000000005,0.24,29616875,29616875
1086,17798109,0.43617,0.14,17798109,17798109
1086,24956779,1,0.279,24956779,24956779
1086,16661592,0.5,0.127,16661592,16661592
1086,12915794,0.5634359999999999,0.491,12915794,12915794
1086,22492268,0.5425530000000001,0.171,22492268,22492268
1086,25016812,0.588258,0.343,25016812,25016812
1086,45778094,0.18439700000000003,0.205,45778094,45778094
1086,32781573,0.8750985,0.30900000000000005,32781573,32781573
1086,19760343,0.20212799999999995,0.466,19760343,19760343
1086,179702,0.05989,0.304,179702,179702
1086,47871612,0.166667,0.111,47871612,47871612
1086,53865372,0.08313599999999999,0.274,53865372,53865372
1086,15101361,0.9495665,0.30200000000000005,15101361,15101361
1086,15317187,0.27777799999999997,0.288,15317187,15317187
1086,26817951,0.711584,0.484,26817951,26817951
1086,33681911,0.45784100000000005,0.164,33681911,33681911
1086,15902857,0.904255,0.258,15902857,15902857
1086,30191244,0.35185200000000005,0.246,30191244,30191244
1086,26120365,1,0.27,26120365,26120365
1086,16761390,0.670213,0.20299999999999996,16761390,16761390
1086,46729774,0.340426,0.161,46729774,46729774
1086,54835997,0.13159900000000002,0.194,54835997,54835997
1086,16386618,0.9444444,0.33699999999999997,16386618,16386618
1086,26984866,0.957447,0.28800000000000003,26984866,26984866
1086,9480299,0.01260899999999998,0.152,9480299,9480299
1086,30595164,0.425532,0.141,30595164,30595164
1086,52863686,0.113081,0.26,52863686,52863686
1086,22187648,0.750985,0.43799999999999994,22187648,22187648
1086,23584754,1,0.279,23584754,23584754
1086,12705351,0.833333,0.43999999999999995,12705351,12705351
1086,20795814,0.478723,0.136,20795814,20795814
1086,53403856,0.05358600000000002,0.141,53403856,53403856
1086,14006201,0.9046489,0.29500000000000004,14006201,14006201
1086,18174327,0.21631199999999995,0.269,18174327,18174327
1086,47749804,0.22222200000000003,0.122,47749804,47749804
1086,12258093,0.968085,0.28300000000000003,12258093,12258093
1086,13697341,0.37037,0.117,13697341,13697341
1086,44828443,0.9444444,0.387,44828443,44828443
1086,26518325,1,0.276,26518325,26518325
1086,25610213,0.9814815,0.28600000000000003,25610213,25610213
1086,12696263,0.3967689999999999,0.3,12696263,12696263
1086,17132450,0.01378999999999996,0.115,17132450,17132450
1086,26829984,0.765957,0.136,26829984,26829984
1086,12716671,0.35185200000000005,0.184,12716671,12716671
1086,6762052,0.193066,0.244,6762052,6762052
1086,23691587,0.888889,0.30900000000000005,23691587,23691587
1086,29602892,1,0.276,29602892,29602892
1086,20759439,0.87234,0.233,20759439,20759439
1086,18875896,0.574074,0.431,18875896,18875896
1086,7810070,0.121355,0.182,7810070,7810070
1086,24502207,0.462963,0.29,24502207,24502207
1086,39270557,0.4814810000000001,0.341,39270557,39270557
1086,23170135,0.9814815,0.28800000000000003,23170135,23170135
1086,33496659,1,0.399,33496659,33496659
1086,50207709,0.02482200000000001,0.164,50207709,50207709
1086,22901049,0.308511,0.115,22901049,22901049
1086,4710293,0.04058299999999992,0.154,4710293,4710293
1086,17280793,0.734831,0.261,17280793,17280793
1086,9261993,0.05240299999999998,0.14,9261993,9261993
1086,46215471,0.240741,0.14,46215471,46215471
1086,49965997,0.553586,0.24,49965997,49965997
1086,14351910,0.5634359999999999,0.38,14351910,14351910
1086,53479344,0.29275,0.17800000000000005,53479344,53479344
1086,26563337,0.425926,0.318,26563337,26563337
1086,19610864,0.259259,0.186,19610864,19610864
1086,21138619,0.259259,0.228,21138619,21138619
1086,19340405,0.414894,0.143,19340405,19340405
1086,28688983,0.712766,0.15900000000000003,28688983,28688983
1086,48630398,0.18400299999999992,0.194,48630398,48630398
1086,10896330,0.7828999999999999,0.382,10896330,10896330
1086,15101531,0.989362,0.30000000000000004,15101531,15101531
1086,26912483,0.978723,0.274,26912483,26912483
1086,31829818,0.957447,0.375,31829818,31829818
1086,26772027,0.670213,0.161,26772027,26772027
1086,22703550,0.31481499999999996,0.189,22703550,22703550
1086,17880791,0.182427,0.154,17880791,17880791
1086,22797506,0.240741,0.136,22797506,22797506
1086,17831474,0.5827419999999999,0.256,17831474,17831474
1086,14726405,0.1426320000000001,0.148,14726405,14726405
1086,15212909,0.31481499999999996,0.104,15212909,15212909
1086,28028371,0.787234,0.263,28028371,28028371
1086,20775512,0.361702,0.118,20775512,20775512
1086,35270684,0.968085,0.366,35270684,35270684
1086,17256394,0.797872,0.263,17256394,17256394
1086,27659824,0.968085,0.272,27659824,27659824
1086,33164625,0.240741,0.157,33164625,33164625
1086,10799586,0.734043,0.17500000000000004,10799586,10799586
1086,13629538,0.28289999999999993,0.164,13629538,13629538
1086,53603709,0.319937,0.246,53603709,53603709
1086,28384383,0.26398699999999997,0.223,28384383,28384383
1086,31997980,0.203704,0.203,31997980,31997980
1086,20783847,1,0.30700000000000005,20783847,20783847
1086,33542630,1,0.38,33542630,33542630
1086,31863609,0.708826,0.482,31863609,31863609
1086,12197753,0.2265564,0.14,12197753,12197753
1086,9411577,0.272262,0.191,9411577,9411577
1086,15452905,0.16390800000000005,0.154,15452905,15452905
1086,5079716,0.03309699999999993,0.207,5079716,5079716
1086,45767798,0.237194,0.362,45767798,45767798
1086,20189749,0.851852,0.398,20189749,20189749
1086,19001945,0.229315,0.30200000000000005,19001945,19001945
1086,27190707,0.19306599999999996,0.133,27190707,27190707
1086,47066340,0.384161,0.482,47066340,47066340
1086,15665261,0.7687155,0.24,15665261,15665261
1086,8846209,0.08550000000000002,0.11,8846209,8846209
1086,29977310,0.404255,0.10199999999999998,29977310,29977310
1086,27867604,0.734043,0.253,27867604,27867604
1086,22059828,0.808511,0.253,22059828,22059828
1086,20466263,0.93617,0.29000000000000004,20466263,20466263
1086,11437505,0.08550000000000002,0.337,11437505,11437505
1086,4967362,0.16903100000000004,0.231,4967362,4967362
1086,15962541,1,0.30000000000000004,15962541,15962541
